Temperature
26.69917368
22.10207904
14.19017686
17.89016563
14.36384558
25.38050926
18.97356283
13.61298525
7.137125888
16.4849212
25.61569105
18.16372775
20.59539233
21.37273746
19.847973
20.55967727
19.97187684
11.71357466
11.88218656
22.23846581
